Index,NAME,INCHIKEY,superclass,subclass,FORMULA,ExactMass,Dot,Cos,Dot_MI,Diff,Match,entropy,jaccard,TP,FP,FN,TN,TPR,missed in QCEIMS predicted spectra
481," Nudifloramide, TMS derivative",SMMWOXYSHFOYOO-UHFFFAOYSA-N,amides,aliphatic, C10H16N2O2Si,224.0981045,"820,256","426,498","592,455","227,801","672,144","0,439","0,168",18,60,10,611,"0,257142857","0,357142857"
482," Isobutyl methylphosphonic acid, TMS derivative",YKENHQTWUXRYMG-UHFFFAOYSA-N,alcohol,aliphatic, C8H21O3PSi,224.099758,"216,872","61,675","314,642","97,771","268,235","0,241","0,25",16,32,11,640,"0,372093023","0,407407407"
483," 2-Isopropylbenzenethiol, TMS derivative",VMRPHIVWFJYIAT-UHFFFAOYSA-N,thiols,aromatic, C12H20SSi,224.105498,"858,406","880,524","612,063","246,344","682,331","0,755","0,566",34,19,17,629,"0,944444444","0,333333333"
484," 4-Isopropylbenzenethiol, TMS derivative",ZEDPGKKABRRDOI-UHFFFAOYSA-N,thiols,aromatic, C12H20SSi,224.105498,"868,954","888,781","588,212","280,741","696,595","0,768","0,533",26,15,34,624,"0,530612245","0,566666667"
485," 2-Isopropoxyphenoxy, TMS derivative",BRRGTLLRWUMHPU-UHFFFAOYSA-N,alcohol,aromatic, C12H20O2Si,224.123257,"680,337","592,489","503,057","177,279","565,279","0,619","0,522",33,13,52,601,"0,507692308","0,611764706"
486," 2-Methoxyphenethyl alcohol, TMS derivative",HVCCJAGBETTYBM-UHFFFAOYSA-N,alcohol,aliphatic, C12H20O2Si,224.123257,"862,673","682,604","715,873","146,8","674,784","0,731","0,461",45,24,14,616,"1,184210526","0,237288136"
487," 2-Phenoxy-1-propanol, TMS derivative",KWFMWQPZLZBGNV-UHFFFAOYSA-N,alcohol,aliphatic, C12H20O2Si,224.123257,"664,065","424,924","383,293","280,772","564,407","0,59","0,535",34,32,19,614,"0,666666667","0,358490566"
488," 2-(Benzyloxy)ethanol, TMS derivative",UMCLOXLDDVEOLA-UHFFFAOYSA-N,alcohol,aliphatic, C12H20O2Si,224.123257,"582,992","770,906","132,953","450,038","478,31","0,666","0,316",23,31,12,633,"0,534883721","0,342857143"
489," Cumene hydroperoxide, TMS derivative",GDLVNFLVQZLITO-UHFFFAOYSA-N,alcohol,aliphatic, C12H20O2Si,224.123257,"208,313","310,783","150,944","57,369","243,632","0,513","0,438",18,22,9,650,"0,580645161","0,333333333"
490," 3-Phenoxy-1-propanol, TMS derivative",MCPDISCUAORQND-UHFFFAOYSA-N,alcohol,aliphatic, C12H20O2Si,224.123257,"766,363","355,251","622,991","143,372","590,053","0,585","0,574",40,28,17,614,"0,888888889","0,298245614"
491," 2-Propoxyphenol, TMS derivative",FTFNKIRZNVNZPZ-UHFFFAOYSA-N,alcohol,aromatic, C12H20O2Si,224.123257,"731,427","528,527","560,717","170,71","524,539","0,61","0,278",28,41,8,622,"0,571428571","0,222222222"
492," (Bicyclopentyliden)-2-ol, TMS derivative",FENJPRAABBPMJS-UHFFFAOYSA-N,alcohol,aliphatic, C13H24OSi,224.159642,"604,8","254,334","291,511","313,289","536,675","0,608","0,589",52,7,48,592,"0,945454545","0,48"
493," 2-Adamantanol, TMS derivative",FCLLNLYTXISZED-UHFFFAOYSA-N,alcohol,aliphatic, C13H24OSi,224.159642,"629,203","272,637","548,449","80,754","534,841","0,601","0,626",47,28,20,604,"0,979166667","0,298507463"
494," (-)-Myrtenol, TMS derivative",SXFRDEDUVCJACW-UHFFFAOYSA-N,alcohol,aliphatic, C13H24OSi,224.159642,"593,216","285,195","375,853","217,363","491,098","0,582","0,72",62,27,28,582,"1,127272727","0,311111111"
495," 2-Nitrobenzyl alcohol, TMS derivative",XRLACESVVGHFFY-UHFFFAOYSA-N,alcohol,aliphatic, C10H15NO3Si,225.08212,"820,873","619,228","584,929","235,944","642,036","0,659","0,533",47,15,48,589,"0,746031746","0,505263158"
496," 4-Nitrobenzyl alcohol, TMS derivative",KBFHZCAAMBBYBR-UHFFFAOYSA-N,alcohol,aliphatic, C10H15NO3Si,225.08212,"567,117","415,696","553,946","13,172","475,561","0,58","0,516",38,29,24,608,"0,716981132","0,387096774"
497," Benzenecarbodithioic acid, TMS derivative",VHMMSZQYRUIPAO-UHFFFAOYSA-N,thiols,aliphatic, C10H14S2Si,226.030619,"872,901","841,598","647,333","225,568","660,402","0,778","0,463",16,41,6,636,"0,340425532","0,272727273"
498," Thiosalicylic acid, TMS derivative",WZLZLYXCZVEIFB-UHFFFAOYSA-N,acid,aromatic, C10H14O2SSi,226.048377,"709,879","206,185","362,243","347,637","548,474","0,488","0,608",26,34,19,620,"0,490566038","0,422222222"
499," Patulin, TMS derivative",SRWGMVBQWZOVIC-UHFFFAOYSA-N,alcohol,aliphatic, C10H14O4Si,226.066135,"640,362","254,938","449,74","190,622","510,46","0,475","0,439",32,19,48,600,"0,47761194","0,6"
500," 2-Amino-4-nitrophenol, TMS derivative",MONPRLFSQRSMRX-UHFFFAOYSA-N,amines,aromatic, C9H14N2O3Si,226.077369,"791,949","797,008","644,563","147,386","646,14","0,741","0,606",31,15,38,615,"0,58490566","0,550724638"
501," 2-Phenoxyethanethiol, TMS derivative",HNEIEHLSYFASRF-UHFFFAOYSA-N,thiols,aliphatic, C11H18OSSi,226.084763,"474,313","488,233","336,968","137,345","401,694","0,49","0,257",22,43,6,628,"0,448979592","0,214285714"
502," 2-(Phenylthio)ethanol, TMS derivative",HKIAJKAAQOMBLB-UHFFFAOYSA-N,alcohol,aliphatic, C11H18OSSi,226.084763,"858,278","538,421","602,908","255,37","645,599","0,683","0,535",47,21,36,595,"0,824561404","0,43373494"
503," 3,4-Dimethoxyphenol, TMS derivative",PNQIBRNIIQDBRV-UHFFFAOYSA-N,alcohol,aromatic, C11H18O3Si,226.102521,"872,424","871,283","721,913","150,51","664,668","0,784","0,654",34,26,34,605,"0,566666667","0,5"
504," Syringol, TMS derivative",GQEUJJBKENEAJT-UHFFFAOYSA-N,alcohol,aromatic, C11H18O3Si,226.102521,"823,97","651,992","718,664","105,306","657,332","0,743","0,604",40,30,18,611,"0,833333333","0,310344828"
505," Bicyclo[3.3.0]octan-3-one, 6-hydroxy-6-methyl-, TMS derivative",LTVUABDWCBOKFI-UHFFFAOYSA-N,alcohol,aliphatic, C12H22O2Si,226.1389065,"625,481","104,218","360,101","265,38","527,828","0,437","0,654",32,29,29,609,"0,551724138","0,475409836"
506," Nerol,  TMS derivative",WJOVQJSWBJCMJE-RAXLEYEMSA-N,alcohol,aliphatic, C13H26OSi,226.175292,"554,076","350,565","543,305","10,772","485,282","0,543","0,617",49,10,34,606,"1,113636364","0,409638554"
507," Bicyclo[6.1.0]nonane-9-methanol, (1.alpha.,8.alpha.,9.beta.)-, TMS derivative",HDKWEMAGDVUHNF-UHFFFAOYSA-N,alcohol,aliphatic, C13H26OSi,226.175292,"144,473","212,923","280,913","136,439","266,758","0,372","0,292",26,51,16,606,"0,388059701","0,380952381"
508," Geraniol, TMS derivative",WJOVQJSWBJCMJE-JLHYYAGUSA-N,alcohol,aliphatic, C13H26OSi,226.175292,"543,862","352,056","317,569","226,292","466,251","0,536","0,638",44,14,34,607,"0,916666667","0,435897436"
509," Lavandulol, TMS derivative",NGFKFXGBSQBUPT-UHFFFAOYSA-N,alcohol,aliphatic, C13H26OSi,226.175292,"430,018","367,055","471,588","41,57","410,285","0,593","0,724",50,23,28,598,"0,980392157","0,358974359"
510," 2,5-Dimethyl-2-vinyl-4-hexen-1-ol, TMS derivative",VTSWOTJXCCKPFI-UHFFFAOYSA-N,alcohol,aliphatic, C13H26OSi,226.175292,"409,404","311,003","367,642","41,762","379,862","0,543","0,652",37,40,12,610,"0,711538462","0,244897959"
511," Myrtanol, TMS derivative",YZFGRENEUCLZLK-UHFFFAOYSA-N,alcohol,aliphatic, C13H26OSi,226.175292,"401,688","464,13","252,333","149,355","386,515","0,665","0,607",51,24,27,597,1,"0,346153846"
512," Borneol, TMS derivative",RUVRGUBFCPLVCZ-UHFFFAOYSA-N,alcohol,aliphatic, C13H26OSi,226.175292,"888,118","470,086","498,058","390,06","659,816","0,672","0,613",52,32,18,597,"1,04","0,257142857"
513," exo-Borneol, TMS derivative",RUVRGUBFCPLVCZ-UHFFFAOYSA-N,alcohol,aliphatic, C13H26OSi,226.175292,"884,089","433,981","495,759","388,33","629,828","0,656","0,657",52,36,18,593,"0,962962963","0,257142857"
514," (S)-(-)-.alpha.-Terpineol, TMS derivative",QFMNBGCPRJYFNY-GFCCVEGCSA-N,alcohol,aliphatic, C13H26OSi,226.175292,"231,08","252,687","591,936","360,856","302,057","0,491","0,492",43,47,6,603,"0,811320755","0,12244898"
515," Linalool, TMS derivative",GSRJPHNVKPGXHU-UHFFFAOYSA-N,alcohol,aliphatic, C13H26OSi,226.175292,"338,785","190,591","346,088","7,303","333,974","0,467","0,636",37,31,19,612,"0,74","0,339285714"
516," Isopulegol, [1R-(1.alpha.,2.beta.,5.alpha.)]-, TMS derivative",GYFMQJWVDAIXLJ-UHFFFAOYSA-N,alcohol,aliphatic, C13H26OSi,226.175292,"562,731","166,817","515,776","46,955","466,147","0,453","0,553",46,43,22,588,"0,707692308","0,323529412"
517," N-(4-Hydroxy-2-cyclohexen-1-yl)acetamide, (Z)-, TMS derivative",YXZJVNQYLQMBHR-UHFFFAOYSA-N,alcohol,aliphatic, C11H21NO2Si,227.134155,"317,326","205,276","383,013","65,687","329,586","0,501","0,667",56,26,25,592,"1,098039216","0,308641975"
518," N-(4-Hydroxy-2-cyclohexen-1-yl)acetamide, (E)-, TMS derivative",YXZJVNQYLQMBHR-UHFFFAOYSA-N,alcohol,aliphatic, C11H21NO2Si,227.134155,"353,639","231,21","445,099","91,46","347,637","0,519","0,674",55,25,26,593,"1,078431373","0,320987654"
519," 6-Methyl-2-(methylthio)-4-pyrimidinol, TMS derivative",OTASQCGOBJBWCF-UHFFFAOYSA-N,alcohol,aromatic, C9H16N2OSSi,228.075261,"901,478","762,854","759,178","142,3","685,2","0,756","0,672",61,16,43,579,"1,033898305","0,413461538"
520," Indole-3-acetonitrile, TMS derivative",QIPOVLUFFYDMLH-UHFFFAOYSA-N,amines,aromatic, C13H16N2Si,228.108275,"907,552","835,268","577,879","329,674","732,822","0,783","0,541",23,9,45,622,"0,425925926","0,661764706"
521," 4-Decen-1-ol, (Z)-, TMS derivative",JWSSINURIURKPI-KTKRTIGZSA-N,alcohol,aliphatic, C13H28OSi,228.190942,"577,815","364,374","508,545","69,271","502,505","0,624","0,776",68,13,24,594,"1,837837838","0,260869565"
522," 9-Decen-1-ol, TMS derivative",CKGHFCVEZOYAOG-UHFFFAOYSA-N,alcohol,aliphatic, C13H28OSi,228.190942,"520,214","247,314","439,406","80,807","457,397","0,548","0,649",39,34,19,607,"0,735849057","0,327586207"
523," 2-Decen-1-ol, (E)-, TMS derivative",RLVINFWLPSOQHJ-VAWYXSNFSA-N,alcohol,aliphatic, C13H28OSi,228.190942,"586,023","172,284","433,05","152,972","507,475","0,478","0,693",42,27,21,609,"0,875","0,333333333"
524," Menthol, TMS derivative",LDWGJYAAQHHQTJ-UHFFFAOYSA-N,alcohol,aliphatic, C13H28OSi,228.190942,"704,982","173,096","664,497","40,486","539,094","0,497","0,538",33,41,13,612,"0,611111111","0,282608696"
525," Citronellol, TMS derivative",GIHFSHYTNPSBQF-UHFFFAOYSA-N,alcohol,aliphatic, C13H28OSi,228.190942,"542,109","307,911","464,042","78,067","466,206","0,572","0,743",57,19,19,604,"1,5","0,25"
526," 5-Nitro-2-furoic acid, TMS derivative",LTONXTDFGYBAOX-UHFFFAOYSA-N,acid,aromatic, C8H11NO5Si,229.040649,"484,344","415,342","610,94","126,597","431,657","0,499","0,518",20,20,35,624,"0,363636364","0,636363636"
527," Benzenesulfonamide, TMS derivative",UJXZOGCYFWARKH-UHFFFAOYSA-N,amides,aliphatic, C9H15NO2SSi,229.059277,"468,506","214,342","244,351","224,156","409,796","0,431","0,511",16,30,20,633,"0,32","0,555555556"
528," 2-Hydroxymethyl-1-methyl-5-nitroimidazole, TMS derivative",NYYDLBGLDBHKJA-UHFFFAOYSA-N,alcohol,aliphatic, C8H15N3O3Si,229.088268,"702,159","388,028","611,958","90,201","494,962","0,484","0,258",29,63,7,600,"0,414285714","0,194444444"
529," 4-Acetamidocyclohexanol, (E)-, TMS derivative",NROSHTUPINYZBK-UHFFFAOYSA-N,alcohol,aliphatic, C11H23NO2Si,229.149805,"270,647","282,984","363,964","93,317","325,102","0,541","0,624",59,26,22,592,"1,229166667","0,271604938"
530," 4,6-Dioxoheptanoic acid, TMS derivative",MBWXMISVSPVDBT-UHFFFAOYSA-N,acid,aliphatic, C10H18O4Si,230.097436,"754,33","637,97","589,629","164,701","629,18","0,641","0,566",43,13,48,595,"0,704918033","0,527472527"
531," 3-(5-Oxooxolan-2-yl)propanoic acid, TMS derivative",XUMFEWXFDDGLRL-UHFFFAOYSA-N,acid,aliphatic, C10H18O4Si,230.097436,"665,844","506,386","467,989","197,855","563,638","0,567","0,525",38,23,47,591,"0,542857143","0,552941176"
533," 2,3-Naphthalenediamine, TMS derivative",FIORNISVNJNNIE-UHFFFAOYSA-N,amines,aromatic, C13H18N2Si,230.123925,"800,131","385,204","729,668","70,463","647,439","0,642","0,599",22,14,26,637,"0,55","0,541666667"
534," 1,4-Diaminonaphthalene, TMS derivative",DFCRCHVWQMXBIC-UHFFFAOYSA-N,amines,aromatic, C13H18N2Si,230.123925,"902,954","626,281","849,89","53,064","693,505","0,724","0,578",29,10,25,635,"0,828571429","0,462962963"
535," 1,5-Diaminonaphthalene, TMS derivative",QZSJCMCZIBMSAE-UHFFFAOYSA-N,amines,aromatic, C13H18N2Si,230.123925,"916,544","543,289","744,772","171,773","725,38","0,693","0,595",25,11,37,626,"0,520833333","0,596774194"
536," 2-Oxooctanoic acid, TMS derivative",QFYWLKHRYDIOSX-UHFFFAOYSA-N,acid,aliphatic, C11H22O3Si,230.1338215,"270,95","323,702","196,083","74,868","289,348","0,562","0,639",35,43,7,614,"0,7","0,166666667"
537," 7-Oxooctanoic acid, TMS derivative",NUEPIFKODAUSAU-UHFFFAOYSA-N,acid,aliphatic, C11H22O3Si,230.1338215,"215,326","291,865","137,209","78,117","253,752","0,469","0,569",41,28,23,607,"0,803921569","0,359375"
538," 2-Methyloctanoic acid, TMS derivative",JZIYVNHCXWTXNC-UHFFFAOYSA-N,acid,aliphatic, C12H26O2Si,230.170207,"393,511","221,907","437,568","44,057","359,094","0,432","0,363",21,17,19,642,"0,583333333","0,475"
539," Nonanoic acid, TMS derivative",ISTGUORKGWWKMI-UHFFFAOYSA-N,acid,aliphatic, C12H26O2Si,230.170207,"475,715","212,139","410,404","65,311","447,696","0,458","0,664",42,18,19,620,"1,135135135","0,31147541"
540," 3-Decanol, TMS derivative",XQOIZXGCFHQCPS-UHFFFAOYSA-N,alcohol,aliphatic, C13H30OSi,230.206593,"364,902","187,419","322,832","42,07","353,701","0,48","0,54",33,33,16,617,"0,673469388","0,326530612"
541," 4-Decanol, TMS derivative",OTCQCMXKSHVPCX-UHFFFAOYSA-N,alcohol,aliphatic, C13H30OSi,230.206593,"183,944","194,009","282,886","98,941","230,892","0,477","0,527",32,33,24,610,"0,561403509","0,428571429"
542," 5-Decanol, TMS derivative",QYSRFRQIQZKDFO-UHFFFAOYSA-N,alcohol,aliphatic, C13H30OSi,230.206593,"262,302","97,121","385,283","122,981","280,074","0,344","0,61",26,38,13,622,"0,509803922","0,333333333"
543," 2-Decanol, TMS derivative",HKRSOTBYCJMFTJ-UHFFFAOYSA-N,alcohol,aliphatic, C13H30OSi,230.206593,"400,605","157,585","478,018","77,412","405,724","0,455","0,678",26,47,5,621,"0,5","0,161290323"
544," 6-Ethyl-3-octanol, TMS derivative",DLOBLFKSDISZMC-UHFFFAOYSA-N,alcohol,aliphatic, C13H30OSi,230.206593,"227,505","256,862","325,831","98,325","283,363","0,526","0,571",45,28,22,604,"0,9","0,328358209"
545," 1-Decanol, TMS derivative",QUGMZNIFJDARJV-UHFFFAOYSA-N,alcohol,aliphatic, C13H30OSi,230.206593,"444,414","303,469","572,151","127,737","380,567","0,544","0,592",39,34,6,620,"0,975","0,133333333"
546," 4-Hydroxy-2-methylquinoline, TMS derivative",XOFKNZBRRQDOAV-UHFFFAOYSA-N,alcohol,aromatic, C13H17NOSi,231.107941,"827,472","665,313","723,242","104,231","666,965","0,744","0,541",39,22,18,620,"0,975","0,315789474"
547," N-Isovaleroylglycine, TMS derivative",LGRAJBIRLFSLRM-UHFFFAOYSA-N,acid,aliphatic, C10H21NO3Si,231.12907,"473,315","384,431","434,54","38,775","419,279","0,632","0,643",49,10,23,617,"1,484848485","0,319444444"
548," 2,3,5-Trimethyl-1H-indole, TMS derivative",KHKJMJPOXGEQGW-UHFFFAOYSA-N,amines,aromatic, C14H21NSi,231.144326,"944,523","735,109","762,472","182,05","730,71","0,747","0,717",40,60,5,594,"0,615384615","0,111111111"
549," 2-Aminooctanoic acid, TMS derivative",YUEBWLLXROKBBP-UHFFFAOYSA-N,acid,aliphatic, C11H25NO2Si,231.165456,"347,061","245,394","340,706","6,356","350,141","0,474","0,539",17,46,5,631,"0,333333333","0,227272727"
551," Monoethyl glutarate, TMS derivative",YYIAWZITEMQFJT-UHFFFAOYSA-N,acid,aliphatic, C10H20O4Si,232.113086,"496,393","481,278","488,307","8,086","444,167","0,558","0,525",38,16,37,608,"0,716981132","0,493333333"
552," Ethyl 3-ethoxy-3-hydroxyprop-2-enoate, TMS derivative",DZCOSLMRVSLTAK-CSKARUKUSA-N,alcohol,aliphatic, C10H20O4Si,232.113086,"733,641","365,608","529,637","204,005","595,155","0,501","0,432",22,12,48,617,"0,366666667","0,685714286"
553," Alanyl-.beta.-alanine, TMS derivative",VMLAKHNLMHWGIZ-UHFFFAOYSA-N,acid,aliphatic, C9H20N2O3Si,232.124319,"614,815","845,402","60,354","554,461","506,107","0,682","0,583",13,27,13,646,"0,325","0,5"
554," Daminozide, TMS derivative",ANFBEFPMCBVVDN-UHFFFAOYSA-N,acid,aliphatic, C9H20N2O3Si,232.124319,"690,638","575,928","620,841","69,796","570,251","0,647","0,621",44,12,17,626,"1,517241379","0,278688525"
558," 2-Hydroxyoctanoic acid, TMS derivative",REUUJTAEHKPPNH-UHFFFAOYSA-N,acid,aliphatic, C11H24O3Si,232.149471,"262,76","568,867","280,028","17,268","313,082","0,653","0,576",38,26,16,619,"0,904761905","0,296296296"
559," Methyl 6-hydroxyheptanoate, TMS derivative",RUFZUENRSLGFQX-UHFFFAOYSA-N,alcohol,aliphatic, C11H24O3Si,232.149471,"315,717","376,412","297,46","18,257","322,139","0,547","0,333",32,37,8,622,"0,711111111","0,2"
560," Ethyl 3-hydroxy-3-methylpentanoate, TMS derivative",FGZVHXCJVPTHKF-UHFFFAOYSA-N,alcohol,aliphatic, C11H24O3Si,232.149471,"409,411","254,553","437,502","28,091","391,78","0,49","0,53",34,22,24,619,"0,739130435","0,413793103"
561," 5-Hydroxymethyl-2,2,5-trimethyl-1,3-dioxane, TMS derivative",XDKDLRRTWWDQJX-UHFFFAOYSA-N,alcohol,aliphatic, C11H24O3Si,232.149471,"477,479","389,128","538,739","61,261","442,007","0,616","0,598",44,13,27,615,"1,1","0,38028169"
562," Ethyl 3-hydroxy-2,2-dimethylbutanoate, TMS derivative",RZEVZPUEHWEWLX-UHFFFAOYSA-N,alcohol,aliphatic, C11H24O3Si,232.149471,"403,992","264,218","541,725","137,733","377,152","0,537","0,647",33,26,11,629,"0,891891892","0,25"
563," 5,5-Dimethyl-1,3-dioxane-2-ethanol, TMS derivative",ICRFHYBLFREFLY-UHFFFAOYSA-N,alcohol,aliphatic, C11H24O3Si,232.149471,"441,957","411,048","308,343","133,615","388,452","0,637","0,57",48,29,8,614,"1,297297297","0,142857143"
564," 1-Pentanol, 5-tert-butoxy-, TMS derivative",RHOVUIYEKABFTI-UHFFFAOYSA-N,alcohol,aliphatic, C12H28O2Si,232.185857,"108,113","647,386","129,141","21,028","223,697","0,604","0,449",30,29,18,622,"0,638297872","0,375"
565," 2-(2-Methoxyethyl)-1-hexanol, TMS derivative",WRTIBUZACDUXTG-UHFFFAOYSA-N,alcohol,aliphatic, C12H28O2Si,232.185857,"465,995","492,064","416,118","49,877","432,282","0,632","0,582",56,21,37,585,"0,965517241","0,397849462"
566," 5-Methylisatin, TMS derivative",VOMNGRBGAFLEFL-UHFFFAOYSA-N,amides,aromatic, C12H15NO2Si,233.087205,"829,351","722,616","696,629","132,722","652,741","0,639","0,526",38,15,61,585,"0,5","0,616161616"
567," Tryptophol, TMS derivative",POFKQPYUTWBSJV-UHFFFAOYSA-N,alcohol,aliphatic, C13H19NOSi,233.12359,"882,842","477,528","474,987","407,855","711,425","0,701","0,567",24,46,3,626,"0,489795918","0,111111111"
573," N-(1-Cyclopropylethyl)aniline, TMS derivative",BRSJLWHHCAVFRU-UHFFFAOYSA-N,amines,aromatic, C14H23NSi,233.159976,"517,904","309,552","483,007","34,897","484,917","0,631","0,627",61,34,12,592,"1,326086957","0,164383562"
574," 2-(Diisopropylamino)ethanethiol, TMS derivative",KVFVSSRNFPZZAU-UHFFFAOYSA-N,thiols,aliphatic, C11H27NSSi,233.163347,"592,893","36,078","21,339","571,554","435,261","0,21","0,225",10,37,4,648,"0,243902439","0,285714286"
575," Umbelliferone, TMS derivative",QHOSPKLEKYPTTO-UHFFFAOYSA-N,alcohol,aromatic, C12H14O3Si,234.07122,"869,853","700,139","767,11","102,743","640,248","0,681","0,48",49,27,39,584,"0,742424242","0,443181818"
576," 4-Hydroxycoumarin, TMS derivative",COEQTMDDELCKFP-UHFFFAOYSA-N,alcohol,aromatic, C12H14O3Si,234.07122,"851,251","637,348","776,859","74,392","651,192","0,679","0,63",52,25,50,572,"0,693333333","0,490196078"
578," 5-Nitroindole, TMS derivative",ABQOTJVKINFZJG-UHFFFAOYSA-N,amines,aromatic, C11H14N2O2Si,234.082455,"845,911","901,922","604,301","241,61","659,019","0,748","0,558",22,29,22,626,"0,431372549","0,5"
579," Dimethyl malate, TMS derivative",MMWDFJMVASCTJS-UHFFFAOYSA-N,alcohol,aliphatic, C9H18O5Si,234.09235,"642,688","402,638","502,7","139,987","536,139","0,532","0,529",39,24,28,608,"0,75","0,417910448"
580," 4-Methylcinnamic acid, TMS derivative",FXVQMFXMBNRJBF-MDZDMXLPSA-N,acid,aliphatic, C13H18O2Si,234.107606,"736,332","653,298","622,118","114,214","604,2","0,644","0,503",27,13,33,626,"0,586956522","0,55"
581," 8-Hydroxy-1-tetralone, TMS derivative",QSVGKXVUHDJCPR-UHFFFAOYSA-N,alcohol,aromatic, C13H18O2Si,234.107606,"882,161","948,852","548,528","333,633","697,052","0,773","0,555",21,20,23,635,"0,488372093","0,522727273"
587," Norcotinine, TMS derivative",MJNKENRJCHNGTP-UHFFFAOYSA-N,amides,aliphatic, C12H18N2OSi,234.118839,"934,609","686,206","804,167","130,442","735,726","0,738","0,605",58,8,66,567,"0,783783784","0,532258065"
588," Phenidone, TMS derivative",NNUDOTMTUQVSOP-UHFFFAOYSA-N,amides,aliphatic, C12H18N2OSi,234.118839,"930,011","872,564","714,59","215,42","719,944","0,815","0,693",41,36,12,610,"0,854166667","0,226415094"
589," Benzosuberol, TMS derivative",QFJJFUAHKNRVTP-UHFFFAOYSA-N,alcohol,aliphatic, C14H22OSi,234.143991,"639,935","330,199","403,162","236,773","474,491","0,498","0,269",28,44,13,614,"0,49122807","0,317073171"
590," Benzocycloheptene, 3-hydroxy-, TMS derivative",ZLDGTTRTXMUNAS-UHFFFAOYSA-N,alcohol,aliphatic, C14H22OSi,234.143991,"490,49","347,644","479,672","10,818","423,58","0,533","0,309",35,45,4,615,"0,714285714","0,102564103"
596," 2-(2-Butoxyethoxy)ethoxy, TMS derivative",YWGGOVRSRMJQGU-UHFFFAOYSA-N,alcohol,aliphatic, C11H26O3Si,234.165121,"298,523","470,856","312,713","14,19","327,23","0,671","0,583",40,20,10,629,"1,333333333","0,2"
597," 6-(Dimethylamino)purine, TMS derivative",XILWLVGCTPVKKT-UHFFFAOYSA-N,amines,aromatic, C10H17N5Si,235.125322,"826,169","578,201","770,781","55,388","656,136","0,73","0,656",33,4,52,610,"0,589285714","0,611764706"
598," 1-(2-Pyridinyl)piperazine, TMS derivative",IHDKIIMIASXZST-UHFFFAOYSA-N,amines,aliphatic, C12H21N3Si,235.150475,"656,583","327,418","315,089","341,494","558,949","0,615","0,714",46,27,23,603,"0,92","0,333333333"
600," 1-(2-Hydroxyethylthio)-2-(vinylthio)ethane, TMS derivative",JXDBMPMZTIRLJA-UHFFFAOYSA-N,alcohol,aliphatic, C9H20OS2Si,236.072484,"731,976","295,25","227,929","504,047","527,366","0,464","0,369",28,45,10,616,"0,509090909","0,263157895"
601," 2-Mercapto-4,6-dimethylnicotinonitrile, TMS derivative",IUTBQSONYMBKEV-UHFFFAOYSA-N,amines,aromatic, C11H16N2SSi,236.080346,"596,127","388,949","470,719","125,407","523,458","0,589","0,591",21,39,11,628,"0,42","0,34375"
602," Phenylpyruvic acid, TMS derivative",SFYBUBFZHHDDRX-UHFFFAOYSA-N,acid,aliphatic, C12H16O3Si,236.086871,"758,564","796,893","539,903","218,66","613,274","0,635","0,415",17,17,23,642,"0,425","0,575"
603," 6-Ethoxypurine, TMS derivative",WZRIYGZDKYGRBC-UHFFFAOYSA-N,amines,aromatic, C10H16N4OSi,236.109338,"763,561","590,109","745,994","17,567","643,174","0,696","0,608",34,4,58,603,"0,548387097","0,630434783"
604," 2-Phenylbutyric acid, TMS derivative",VYKUZPWIVBWKQA-UHFFFAOYSA-N,acid,aliphatic, C13H20O2Si,236.123257,"479,644","349,924","385,426","94,218","431,333","0,582","0,704",34,38,10,617,"0,708333333","0,227272727"
605," 2-hydroxy-2-methyl-1-phenylpropan-1-one, TMS derivative",XEKJNNPVPAYTCJ-UHFFFAOYSA-N,alcohol,aliphatic, C13H20O2Si,236.123257,"544,4","329,757","428,951","115,45","483,252","0,505","0,557",23,58,4,614,"0,370967742","0,148148148"
606," 3-Hydroxy-3-phenylbutan-2-one, TMS derivative",WNDSJLXXHHKCGD-UHFFFAOYSA-N,alcohol,aliphatic, C13H20O2Si,236.123257,"527,6","194,547","461,773","65,827","440,1","0,467","0,593",23,71,5,600,"0,302631579","0,178571429"
607," Benzenebutanoic acid, TMS derivative",ZYYPVAODSQWOQR-UHFFFAOYSA-N,acid,aliphatic, C13H20O2Si,236.123257,"788,508","294,565","684,641","103,867","616,654","0,605","0,65",43,32,5,619,"1,162162162","0,104166667"
608," 2,4,6-Trimethylbenzoic acid, TMS derivative",NHWDOVCGDCJBOM-UHFFFAOYSA-N,acid,aromatic, C13H20O2Si,236.123257,"849,318","851,217","822,33","26,988","658,194","0,816","0,638",31,28,7,633,"0,885714286","0,184210526"
609," 2'-Hydroxybutyrophenone, TMS derivative",KHIFEKDNYSPSJA-UHFFFAOYSA-N,alcohol,aromatic, C13H20O2Si,236.123257,"848,125","675,227","640,355","207,77","619,335","0,675","0,575",47,11,45,596,"0,839285714","0,489130435"
610," Isoeugenol, TMS derivative",FXUZMKVABCZGAX-VOTSOKGWSA-N,alcohol,aromatic, C13H20O2Si,236.123257,"875,493","591,07","735,892","139,6","629,777","0,689","0,806",51,63,10,575,"0,698630137","0,163934426"
611," Eugenol, TMS derivative",YUXGSLPZJFDWGG-UHFFFAOYSA-N,alcohol,aromatic, C13H20O2Si,236.123257,"835,225","539,876","745,884","89,342","625,49","0,715","0,791",54,56,12,577,"0,794117647","0,181818182"
